Week,Region,State,Abbreviation,Disease,Total,Month
196623,Northeast,NEW YORK,NY,MEASLES,147,June
196624,Northeast,NEW YORK,NY,MEASLES,120,June
196625,Northeast,NEW YORK,NY,MEASLES,96,June
196626,Northeast,NEW YORK,NY,MEASLES,59,June
196627,Northeast,NEW YORK,NY,MEASLES,111,July
196628,Northeast,NEW YORK,NY,MEASLES,53,July
196629,Northeast,NEW YORK,NY,MEASLES,44,July
196630,Northeast,NEW YORK,NY,MEASLES,53,July
196631,Northeast,NEW YORK,NY,MEASLES,47,July
196632,Northeast,NEW YORK,NY,MEASLES,32,August
196633,Northeast,NEW YORK,NY,MEASLES,17,August
196634,Northeast,NEW YORK,NY,MEASLES,21,August
196635,Northeast,NEW YORK,NY,MEASLES,23,August
196636,Northeast,NEW YORK,NY,MEASLES,7,September
196637,Northeast,NEW YORK,NY,MEASLES,8,September
196638,Northeast,NEW YORK,NY,MEASLES,7,September
196639,Northeast,NEW YORK,NY,MEASLES,8,September
196640,Northeast,NEW YORK,NY,MEASLES,4,October
196641,Northeast,NEW YORK,NY,MEASLES,18,October
196642,Northeast,NEW YORK,NY,MEASLES,40,October
196643,Northeast,NEW YORK,NY,MEASLES,12,October
196644,Northeast,NEW YORK,NY,MEASLES,19,October
196645,Northeast,NEW YORK,NY,MEASLES,3,November
196646,Northeast,NEW YORK,NY,MEASLES,17,November
196647,Northeast,NEW YORK,NY,MEASLES,15,November
196648,Northeast,NEW YORK,NY,MEASLES,24,November
196650,Northeast,NEW YORK,NY,MEASLES,15,December
196651,Northeast,NEW YORK,NY,MEASLES,28,December
196652,Northeast,NEW YORK,NY,MEASLES,12,December
196602,Northeast,NEW YORK,NY,RUBELLA,167,January
196603,Northeast,NEW YORK,NY,RUBELLA,54,January
196604,Northeast,NEW YORK,NY,RUBELLA,41,January
196605,Northeast,NEW YORK,NY,RUBELLA,43,January
196606,Northeast,NEW YORK,NY,RUBELLA,76,February
196607,Northeast,NEW YORK,NY,RUBELLA,66,February
196608,Northeast,NEW YORK,NY,RUBELLA,57,February
196609,Northeast,NEW YORK,NY,RUBELLA,68,February
196610,Northeast,NEW YORK,NY,RUBELLA,85,March
196611,Northeast,NEW YORK,NY,RUBELLA,104,March
196612,Northeast,NEW YORK,NY,RUBELLA,149,March
196613,Northeast,NEW YORK,NY,RUBELLA,141,March
196614,Northeast,NEW YORK,NY,RUBELLA,126,April
196615,Northeast,NEW YORK,NY,RUBELLA,122,April
196616,Northeast,NEW YORK,NY,RUBELLA,85,April
196617,Northeast,NEW YORK,NY,RUBELLA,73,April
196618,Northeast,NEW YORK,NY,RUBELLA,91,May
196619,Northeast,NEW YORK,NY,RUBELLA,78,May
196620,Northeast,NEW YORK,NY,RUBELLA,99,May
196621,Northeast,NEW YORK,NY,RUBELLA,96,May
196622,Northeast,NEW YORK,NY,RUBELLA,93,May
196623,Northeast,NEW YORK,NY,RUBELLA,64,June
196624,Northeast,NEW YORK,NY,RUBELLA,38,June
196625,Northeast,NEW YORK,NY,RUBELLA,73,June
196626,Northeast,NEW YORK,NY,RUBELLA,73,June
196627,Northeast,NEW YORK,NY,RUBELLA,28,July
196628,Northeast,NEW YORK,NY,RUBELLA,46,July
196629,Northeast,NEW YORK,NY,RUBELLA,33,July
196630,Northeast,NEW YORK,NY,RUBELLA,19,July
196631,Northeast,NEW YORK,NY,RUBELLA,35,July
196632,Northeast,NEW YORK,NY,RUBELLA,24,August
196633,Northeast,NEW YORK,NY,RUBELLA,15,August
196634,Northeast,NEW YORK,NY,RUBELLA,12,August
196635,Northeast,NEW YORK,NY,RUBELLA,17,August
196636,Northeast,NEW YORK,NY,RUBELLA,7,September
196637,Northeast,NEW YORK,NY,RUBELLA,17,September
196638,Northeast,NEW YORK,NY,RUBELLA,14,September
196639,Northeast,NEW YORK,NY,RUBELLA,5,September
196640,Northeast,NEW YORK,NY,RUBELLA,10,October
196641,Northeast,NEW YORK,NY,RUBELLA,14,October
196642,Northeast,NEW YORK,NY,RUBELLA,10,October
196643,Northeast,NEW YORK,NY,RUBELLA,24,October
196644,Northeast,NEW YORK,NY,RUBELLA,23,October
196645,Northeast,NEW YORK,NY,RUBELLA,10,November
196646,Northeast,NEW YORK,NY,RUBELLA,15,November
196647,Northeast,NEW YORK,NY,RUBELLA,15,November
196650,Northeast,NEW YORK,NY,RUBELLA,11,December
196651,Northeast,NEW YORK,NY,RUBELLA,18,December
196652,Northeast,NEW YORK,NY,RUBELLA,12,December
196601,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,January
196602,Midwest,NORTH CAROLINA,NC,HEPATITIS A,14,January
196603,Midwest,NORTH CAROLINA,NC,HEPATITIS A,13,January
196604,Midwest,NORTH CAROLINA,NC,HEPATITIS A,11,January
196605,Midwest,NORTH CAROLINA,NC,HEPATITIS A,9,January
196606,Midwest,NORTH CAROLINA,NC,HEPATITIS A,13,February
196607,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,February
196608,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,February
196609,Midwest,NORTH CAROLINA,NC,HEPATITIS A,11,February
196610,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,March
196611,Midwest,NORTH CAROLINA,NC,HEPATITIS A,10,March
196612,Midwest,NORTH CAROLINA,NC,HEPATITIS A,13,March
196613,Midwest,NORTH CAROLINA,NC,HEPATITIS A,2,March
196614,Midwest,NORTH CAROLINA,NC,HEPATITIS A,5,April
196615,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,April
196616,Midwest,NORTH CAROLINA,NC,HEPATITIS A,12,April
196617,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,April
196618,Midwest,NORTH CAROLINA,NC,HEPATITIS A,10,May
196619,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,May
196620,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,May
196621,Midwest,NORTH CAROLINA,NC,HEPATITIS A,11,May
196622,Midwest,NORTH CAROLINA,NC,HEPATITIS A,1,May
196623,Midwest,NORTH CAROLINA,NC,HEPATITIS A,5,June
196624,Midwest,NORTH CAROLINA,NC,HEPATITIS A,6,June
196625,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,June
196626,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,June
196627,Midwest,NORTH CAROLINA,NC,HEPATITIS A,3,July
196628,Midwest,NORTH CAROLINA,NC,HEPATITIS A,5,July
196629,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,July
196630,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,July
196631,Midwest,NORTH CAROLINA,NC,HEPATITIS A,12,July
196632,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,August
196633,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,August
196634,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,August
196635,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,August
196636,Midwest,NORTH CAROLINA,NC,HEPATITIS A,12,September
196637,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,September
196638,Midwest,NORTH CAROLINA,NC,HEPATITIS A,10,September
196639,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,September
196640,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,October
196641,Midwest,NORTH CAROLINA,NC,HEPATITIS A,5,October
196642,Midwest,NORTH CAROLINA,NC,HEPATITIS A,9,October
196643,Midwest,NORTH CAROLINA,NC,HEPATITIS A,11,October
196644,Midwest,NORTH CAROLINA,NC,HEPATITIS A,12,October
196645,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,November
196646,Midwest,NORTH CAROLINA,NC,HEPATITIS A,6,November
196647,Midwest,NORTH CAROLINA,NC,HEPATITIS A,6,November
196648,Midwest,NORTH CAROLINA,NC,HEPATITIS A,4,November
196649,Midwest,NORTH CAROLINA,NC,HEPATITIS A,5,December
196650,Midwest,NORTH CAROLINA,NC,HEPATITIS A,7,December
196651,Midwest,NORTH CAROLINA,NC,HEPATITIS A,3,December
196652,Midwest,NORTH CAROLINA,NC,HEPATITIS A,8,December
196601,Midwest,NORTH CAROLINA,NC,MEASLES,10,January
196602,Midwest,NORTH CAROLINA,NC,MEASLES,3,January
196603,Midwest,NORTH CAROLINA,NC,MEASLES,17,January
196604,Midwest,NORTH CAROLINA,NC,MEASLES,2,January
196605,Midwest,NORTH CAROLINA,NC,MEASLES,3,January
196606,Midwest,NORTH CAROLINA,NC,MEASLES,2,February
196607,Midwest,NORTH CAROLINA,NC,MEASLES,4,February
196608,Midwest,NORTH CAROLINA,NC,MEASLES,4,February
196609,Midwest,NORTH CAROLINA,NC,MEASLES,6,February
196610,Midwest,NORTH CAROLINA,NC,MEASLES,5,March
196611,Midwest,NORTH CAROLINA,NC,MEASLES,61,March
196612,Midwest,NORTH CAROLINA,NC,MEASLES,12,March
196613,Midwest,NORTH CAROLINA,NC,MEASLES,6,March
196614,Midwest,NORTH CAROLINA,NC,MEASLES,3,April
196615,Midwest,NORTH CAROLINA,NC,MEASLES,7,April
196616,Midwest,NORTH CAROLINA,NC,MEASLES,5,April
196617,Midwest,NORTH CAROLINA,NC,MEASLES,17,April
196618,Midwest,NORTH CAROLINA,NC,MEASLES,18,May
196619,Midwest,NORTH CAROLINA,NC,MEASLES,19,May
196620,Midwest,NORTH CAROLINA,NC,MEASLES,21,May
196621,Midwest,NORTH CAROLINA,NC,MEASLES,20,May
196622,Midwest,NORTH CAROLINA,NC,MEASLES,25,May
196623,Midwest,NORTH CAROLINA,NC,MEASLES,29,June
196624,Midwest,NORTH CAROLINA,NC,MEASLES,22,June
196625,Midwest,NORTH CAROLINA,NC,MEASLES,37,June
196626,Midwest,NORTH CAROLINA,NC,MEASLES,10,June
196627,Midwest,NORTH CAROLINA,NC,MEASLES,7,July
196628,Midwest,NORTH CAROLINA,NC,MEASLES,14,July
196629,Midwest,NORTH CAROLINA,NC,MEASLES,7,July
196630,Midwest,NORTH CAROLINA,NC,MEASLES,14,July
196631,Midwest,NORTH CAROLINA,NC,MEASLES,21,July
196632,Midwest,NORTH CAROLINA,NC,MEASLES,22,August
196633,Midwest,NORTH CAROLINA,NC,MEASLES,9,August
196634,Midwest,NORTH CAROLINA,NC,MEASLES,14,August
196635,Midwest,NORTH CAROLINA,NC,MEASLES,3,August
196636,Midwest,NORTH CAROLINA,NC,MEASLES,3,September
196637,Midwest,NORTH CAROLINA,NC,MEASLES,2,September
196638,Midwest,NORTH CAROLINA,NC,MEASLES,3,September
196639,Midwest,NORTH CAROLINA,NC,MEASLES,6,September
196640,Midwest,NORTH CAROLINA,NC,MEASLES,2,October
196641,Midwest,NORTH CAROLINA,NC,MEASLES,5,October
196642,Midwest,NORTH CAROLINA,NC,MEASLES,5,October
196643,Midwest,NORTH CAROLINA,NC,MEASLES,6,October
196644,Midwest,NORTH CAROLINA,NC,MEASLES,2,October
196645,Midwest,NORTH CAROLINA,NC,MEASLES,6,November
196646,Midwest,NORTH CAROLINA,NC,MEASLES,40,November
196647,Midwest,NORTH CAROLINA,NC,MEASLES,42,November
196648,Midwest,NORTH CAROLINA,NC,MEASLES,20,November
196650,Midwest,NORTH CAROLINA,NC,MEASLES,68,December
196651,Midwest,NORTH CAROLINA,NC,MEASLES,48,December
196652,Midwest,NORTH CAROLINA,NC,MEASLES,41,December
196601,Midwest,NORTH CAROLINA,NC,RUBELLA,0,January
196601,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,January
196602,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,January
196604,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,January
196605,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,January
196606,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,February
196611,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,March
196614,Midwest,NORTH DAKOTA,ND,HEPATITIS A,3,April
196615,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,April
196616,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,April
196622,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,May
196623,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,June
196625,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,June
196628,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,July
196632,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,August
196636,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,September
196638,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,September
196641,Midwest,NORTH DAKOTA,ND,HEPATITIS A,4,October
196643,Midwest,NORTH DAKOTA,ND,HEPATITIS A,3,October
196644,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,October
196645,Midwest,NORTH DAKOTA,ND,HEPATITIS A,2,November
196649,Midwest,NORTH DAKOTA,ND,HEPATITIS A,8,December
196650,Midwest,NORTH DAKOTA,ND,HEPATITIS A,1,December
196652,Midwest,NORTH DAKOTA,ND,HEPATITIS A,3,December
196601,Midwest,NORTH DAKOTA,ND,MEASLES,35,January
196602,Midwest,NORTH DAKOTA,ND,MEASLES,41,January
196603,Midwest,NORTH DAKOTA,ND,MEASLES,38,January
196604,Midwest,NORTH DAKOTA,ND,MEASLES,43,January
196605,Midwest,NORTH DAKOTA,ND,MEASLES,68,January
196606,Midwest,NORTH DAKOTA,ND,MEASLES,30,February
196607,Midwest,NORTH DAKOTA,ND,MEASLES,97,February
196608,Midwest,NORTH DAKOTA,ND,MEASLES,86,February
196609,Midwest,NORTH DAKOTA,ND,MEASLES,5,February
196610,Midwest,NORTH DAKOTA,ND,MEASLES,123,March
196611,Midwest,NORTH DAKOTA,ND,MEASLES,38,March
196612,Midwest,NORTH DAKOTA,ND,MEASLES,27,March
196613,Midwest,NORTH DAKOTA,ND,MEASLES,60,March
196614,Midwest,NORTH DAKOTA,ND,MEASLES,21,April
196615,Midwest,NORTH DAKOTA,ND,MEASLES,23,April
196616,Midwest,NORTH DAKOTA,ND,MEASLES,10,April
196617,Midwest,NORTH DAKOTA,ND,MEASLES,51,April
196618,Midwest,NORTH DAKOTA,ND,MEASLES,35,May
196619,Midwest,NORTH DAKOTA,ND,MEASLES,19,May
196620,Midwest,NORTH DAKOTA,ND,MEASLES,35,May
196621,Midwest,NORTH DAKOTA,ND,MEASLES,12,May
196622,Midwest,NORTH DAKOTA,ND,MEASLES,13,May
196623,Midwest,NORTH DAKOTA,ND,MEASLES,23,June
196624,Midwest,NORTH DAKOTA,ND,MEASLES,21,June
196625,Midwest,NORTH DAKOTA,ND,MEASLES,10,June
196626,Midwest,NORTH DAKOTA,ND,MEASLES,23,June
196627,Midwest,NORTH DAKOTA,ND,MEASLES,25,July
196628,Midwest,NORTH DAKOTA,ND,MEASLES,22,July
196629,Midwest,NORTH DAKOTA,ND,MEASLES,8,July
196630,Midwest,NORTH DAKOTA,ND,MEASLES,9,July
196631,Midwest,NORTH DAKOTA,ND,MEASLES,16,July
196632,Midwest,NORTH DAKOTA,ND,MEASLES,5,August
196633,Midwest,NORTH DAKOTA,ND,MEASLES,3,August
196634,Midwest,NORTH DAKOTA,ND,MEASLES,3,August
196635,Midwest,NORTH DAKOTA,ND,MEASLES,0,August
196636,Midwest,NORTH DAKOTA,ND,MEASLES,1,September
196637,Midwest,NORTH DAKOTA,ND,MEASLES,5,September
196638,Midwest,NORTH DAKOTA,ND,MEASLES,4,September
196639,Midwest,NORTH DAKOTA,ND,MEASLES,10,September
196640,Midwest,NORTH DAKOTA,ND,MEASLES,18,October
196641,Midwest,NORTH DAKOTA,ND,MEASLES,8,October
196642,Midwest,NORTH DAKOTA,ND,MEASLES,23,October
196643,Midwest,NORTH DAKOTA,ND,MEASLES,30,October
196644,Midwest,NORTH DAKOTA,ND,MEASLES,4,October
196645,Midwest,NORTH DAKOTA,ND,MEASLES,52,November
196646,Midwest,NORTH DAKOTA,ND,MEASLES,29,November
196647,Midwest,NORTH DAKOTA,ND,MEASLES,12,November
196648,Midwest,NORTH DAKOTA,ND,MEASLES,37,November
196650,Midwest,NORTH DAKOTA,ND,MEASLES,15,December
196651,Midwest,NORTH DAKOTA,ND,MEASLES,25,December
196652,Midwest,NORTH DAKOTA,ND,MEASLES,25,December
196601,Midwest,NORTH DAKOTA,ND,RUBELLA,7,January
196602,Midwest,NORTH DAKOTA,ND,RUBELLA,7,January
196603,Midwest,NORTH DAKOTA,ND,RUBELLA,8,January
196604,Midwest,NORTH DAKOTA,ND,RUBELLA,4,January
196605,Midwest,NORTH DAKOTA,ND,RUBELLA,10,January
196606,Midwest,NORTH DAKOTA,ND,RUBELLA,8,February
196607,Midwest,NORTH DAKOTA,ND,RUBELLA,4,February
196608,Midwest,NORTH DAKOTA,ND,RUBELLA,8,February
196609,Midwest,NORTH DAKOTA,ND,RUBELLA,1,February
196610,Midwest,NORTH DAKOTA,ND,RUBELLA,1,March
196611,Midwest,NORTH DAKOTA,ND,RUBELLA,5,March
196612,Midwest,NORTH DAKOTA,ND,RUBELLA,3,March
196613,Midwest,NORTH DAKOTA,ND,RUBELLA,6,March
196614,Midwest,NORTH DAKOTA,ND,RUBELLA,1,April
196615,Midwest,NORTH DAKOTA,ND,RUBELLA,7,April
196616,Midwest,NORTH DAKOTA,ND,RUBELLA,1,April
196617,Midwest,NORTH DAKOTA,ND,RUBELLA,3,April
196618,Midwest,NORTH DAKOTA,ND,RUBELLA,3,May
196619,Midwest,NORTH DAKOTA,ND,RUBELLA,7,May
196620,Midwest,NORTH DAKOTA,ND,RUBELLA,9,May
196621,Midwest,NORTH DAKOTA,ND,RUBELLA,5,May
196622,Midwest,NORTH DAKOTA,ND,RUBELLA,2,May
196623,Midwest,NORTH DAKOTA,ND,RUBELLA,3,June
196624,Midwest,NORTH DAKOTA,ND,RUBELLA,4,June
196626,Midwest,NORTH DAKOTA,ND,RUBELLA,2,June
196627,Midwest,NORTH DAKOTA,ND,RUBELLA,1,July
196628,Midwest,NORTH DAKOTA,ND,RUBELLA,5,July
196630,Midwest,NORTH DAKOTA,ND,RUBELLA,2,July
196632,Midwest,NORTH DAKOTA,ND,RUBELLA,4,August
196634,Midwest,NORTH DAKOTA,ND,RUBELLA,2,August
196638,Midwest,NORTH DAKOTA,ND,RUBELLA,2,September
196639,Midwest,NORTH DAKOTA,ND,RUBELLA,1,September
196641,Midwest,NORTH DAKOTA,ND,RUBELLA,2,October
196642,Midwest,NORTH DAKOTA,ND,RUBELLA,1,October
196643,Midwest,NORTH DAKOTA,ND,RUBELLA,4,October
196645,Midwest,NORTH DAKOTA,ND,RUBELLA,2,November
196646,Midwest,NORTH DAKOTA,ND,RUBELLA,3,November
196647,Midwest,NORTH DAKOTA,ND,RUBELLA,4,November
196648,Midwest,NORTH DAKOTA,ND,RUBELLA,4,November
196650,Midwest,NORTH DAKOTA,ND,RUBELLA,10,December
196651,Midwest,NORTH DAKOTA,ND,RUBELLA,7,December
196652,Midwest,NORTH DAKOTA,ND,RUBELLA,8,December
196601,Midwest,OHIO,OH,HEPATITIS A,40,January
196602,Midwest,OHIO,OH,HEPATITIS A,25,January
196603,Midwest,OHIO,OH,HEPATITIS A,23,January
196604,Midwest,OHIO,OH,HEPATITIS A,29,January
196605,Midwest,OHIO,OH,HEPATITIS A,45,January
196606,Midwest,OHIO,OH,HEPATITIS A,30,February
196607,Midwest,OHIO,OH,HEPATITIS A,27,February
196608,Midwest,OHIO,OH,HEPATITIS A,43,February
196609,Midwest,OHIO,OH,HEPATITIS A,36,February
196610,Midwest,OHIO,OH,HEPATITIS A,45,March
196611,Midwest,OHIO,OH,HEPATITIS A,38,March
196612,Midwest,OHIO,OH,HEPATITIS A,32,March
196613,Midwest,OHIO,OH,HEPATITIS A,17,March
196614,Midwest,OHIO,OH,HEPATITIS A,33,April
196615,Midwest,OHIO,OH,HEPATITIS A,44,April
196616,Midwest,OHIO,OH,HEPATITIS A,30,April
196617,Midwest,OHIO,OH,HEPATITIS A,29,April
196618,Midwest,OHIO,OH,HEPATITIS A,19,May
196619,Midwest,OHIO,OH,HEPATITIS A,33,May
196620,Midwest,OHIO,OH,HEPATITIS A,47,May
196621,Midwest,OHIO,OH,HEPATITIS A,36,May
196622,Midwest,OHIO,OH,HEPATITIS A,14,May
196623,Midwest,OHIO,OH,HEPATITIS A,31,June
196624,Midwest,OHIO,OH,HEPATITIS A,17,June
196625,Midwest,OHIO,OH,HEPATITIS A,23,June
196626,Midwest,OHIO,OH,HEPATITIS A,9,June
196627,Midwest,OHIO,OH,HEPATITIS A,19,July
196628,Midwest,OHIO,OH,HEPATITIS A,19,July
196629,Midwest,OHIO,OH,HEPATITIS A,26,July
196630,Midwest,OHIO,OH,HEPATITIS A,16,July
196631,Midwest,OHIO,OH,HEPATITIS A,8,July
196632,Midwest,OHIO,OH,HEPATITIS A,29,August
196633,Midwest,OHIO,OH,HEPATITIS A,27,August
196634,Midwest,OHIO,OH,HEPATITIS A,16,August
196635,Midwest,OHIO,OH,HEPATITIS A,19,August
196636,Midwest,OHIO,OH,HEPATITIS A,21,September
196637,Midwest,OHIO,OH,HEPATITIS A,11,September
196638,Midwest,OHIO,OH,HEPATITIS A,25,September
196639,Midwest,OHIO,OH,HEPATITIS A,26,September
196640,Midwest,OHIO,OH,HEPATITIS A,23,October
196641,Midwest,OHIO,OH,HEPATITIS A,26,October
196642,Midwest,OHIO,OH,HEPATITIS A,27,October
196643,Midwest,OHIO,OH,HEPATITIS A,22,October
196644,Midwest,OHIO,OH,HEPATITIS A,22,October
196645,Midwest,OHIO,OH,HEPATITIS A,24,November
196646,Midwest,OHIO,OH,HEPATITIS A,25,November
196647,Midwest,OHIO,OH,HEPATITIS A,18,November
196648,Midwest,OHIO,OH,HEPATITIS A,16,November
196649,Midwest,OHIO,OH,HEPATITIS A,31,December
196650,Midwest,OHIO,OH,HEPATITIS A,18,December
196651,Midwest,OHIO,OH,HEPATITIS A,23,December
196652,Midwest,OHIO,OH,HEPATITIS A,18,December
196601,Midwest,OHIO,OH,MEASLES,119,January
196602,Midwest,OHIO,OH,MEASLES,93,January
196603,Midwest,OHIO,OH,MEASLES,156,January
196604,Midwest,OHIO,OH,MEASLES,101,January
196605,Midwest,OHIO,OH,MEASLES,135,January
196606,Midwest,OHIO,OH,MEASLES,107,February
196607,Midwest,OHIO,OH,MEASLES,160,February
196608,Midwest,OHIO,OH,MEASLES,159,February
196609,Midwest,OHIO,OH,MEASLES,450,February
196610,Midwest,OHIO,OH,MEASLES,211,March
196611,Midwest,OHIO,OH,MEASLES,288,March
196612,Midwest,OHIO,OH,MEASLES,376,March
196613,Midwest,OHIO,OH,MEASLES,345,March
196614,Midwest,OHIO,OH,MEASLES,275,April
196615,Midwest,OHIO,OH,MEASLES,291,April
196616,Midwest,OHIO,OH,MEASLES,484,April
196617,Midwest,OHIO,OH,MEASLES,312,April
196618,Midwest,OHIO,OH,MEASLES,511,May
196619,Midwest,OHIO,OH,MEASLES,408,May
196620,Midwest,OHIO,OH,MEASLES,234,May
196621,Midwest,OHIO,OH,MEASLES,240,May
196622,Midwest,OHIO,OH,MEASLES,253,May
196623,Midwest,OHIO,OH,MEASLES,168,June
196624,Midwest,OHIO,OH,MEASLES,135,June
196625,Midwest,OHIO,OH,MEASLES,60,June
196626,Midwest,OHIO,OH,MEASLES,64,June
196627,Midwest,OHIO,OH,MEASLES,77,July
196628,Midwest,OHIO,OH,MEASLES,14,July
196629,Midwest,OHIO,OH,MEASLES,11,July
196630,Midwest,OHIO,OH,MEASLES,72,July
196631,Midwest,OHIO,OH,MEASLES,6,July
196632,Midwest,OHIO,OH,MEASLES,9,August
196633,Midwest,OHIO,OH,MEASLES,2,August
196634,Midwest,OHIO,OH,MEASLES,5,August
196635,Midwest,OHIO,OH,MEASLES,2,August
196636,Midwest,OHIO,OH,MEASLES,2,September
196637,Midwest,OHIO,OH,MEASLES,5,September
196638,Midwest,OHIO,OH,MEASLES,11,September
196639,Midwest,OHIO,OH,MEASLES,4,September
196640,Midwest,OHIO,OH,MEASLES,5,October
196641,Midwest,OHIO,OH,MEASLES,5,October
196642,Midwest,OHIO,OH,MEASLES,5,October
196643,Midwest,OHIO,OH,MEASLES,3,October
196644,Midwest,OHIO,OH,MEASLES,11,October
196645,Midwest,OHIO,OH,MEASLES,4,November
196646,Midwest,OHIO,OH,MEASLES,15,November
196647,Midwest,OHIO,OH,MEASLES,12,November
196648,Midwest,OHIO,OH,MEASLES,29,November
196650,Midwest,OHIO,OH,MEASLES,4,December
196651,Midwest,OHIO,OH,MEASLES,15,December
196652,Midwest,OHIO,OH,MEASLES,40,December
196606,Midwest,OHIO,OH,RUBELLA,29,February
196607,Midwest,OHIO,OH,RUBELLA,36,February
196608,Midwest,OHIO,OH,RUBELLA,37,February
196609,Midwest,OHIO,OH,RUBELLA,44,February
196610,Midwest,OHIO,OH,RUBELLA,41,March
196611,Midwest,OHIO,OH,RUBELLA,22,March
196612,Midwest,OHIO,OH,RUBELLA,65,March
196613,Midwest,OHIO,OH,RUBELLA,42,March
196614,Midwest,OHIO,OH,RUBELLA,40,April
196615,Midwest,OHIO,OH,RUBELLA,147,April
196616,Midwest,OHIO,OH,RUBELLA,33,April
196617,Midwest,OHIO,OH,RUBELLA,192,April
196618,Midwest,OHIO,OH,RUBELLA,23,May
196619,Midwest,OHIO,OH,RUBELLA,50,May
196620,Midwest,OHIO,OH,RUBELLA,30,May
196621,Midwest,OHIO,OH,RUBELLA,67,May
196622,Midwest,OHIO,OH,RUBELLA,24,May
196623,Midwest,OHIO,OH,RUBELLA,21,June
196624,Midwest,OHIO,OH,RUBELLA,30,June
196625,Midwest,OHIO,OH,RUBELLA,12,June
196626,Midwest,OHIO,OH,RUBELLA,13,June
196627,Midwest,OHIO,OH,RUBELLA,9,July
196628,Midwest,OHIO,OH,RUBELLA,4,July
196629,Midwest,OHIO,OH,RUBELLA,5,July
196630,Midwest,OHIO,OH,RUBELLA,8,July
196631,Midwest,OHIO,OH,RUBELLA,5,July
196632,Midwest,OHIO,OH,RUBELLA,2,August
196633,Midwest,OHIO,OH,RUBELLA,4,August
196634,Midwest,OHIO,OH,RUBELLA,6,August
196635,Midwest,OHIO,OH,RUBELLA,6,August
196636,Midwest,OHIO,OH,RUBELLA,5,September
196637,Midwest,OHIO,OH,RUBELLA,1,September
196638,Midwest,OHIO,OH,RUBELLA,4,September
196639,Midwest,OHIO,OH,RUBELLA,8,September
196640,Midwest,OHIO,OH,RUBELLA,15,October
196641,Midwest,OHIO,OH,RUBELLA,8,October
196642,Midwest,OHIO,OH,RUBELLA,8,October
196643,Midwest,OHIO,OH,RUBELLA,14,October
196644,Midwest,OHIO,OH,RUBELLA,3,October
196645,Midwest,OHIO,OH,RUBELLA,2,November
196646,Midwest,OHIO,OH,RUBELLA,3,November
196647,Midwest,OHIO,OH,RUBELLA,12,November
196648,Midwest,OHIO,OH,RUBELLA,5,November
196650,Midwest,OHIO,OH,RUBELLA,15,December
196651,Midwest,OHIO,OH,RUBELLA,16,December
196652,Midwest,OHIO,OH,RUBELLA,7,December
196603,Southwest,OKLAHOMA,OK,HEPATITIS A,1,January
196605,Southwest,OKLAHOMA,OK,HEPATITIS A,1,January
196606,Southwest,OKLAHOMA,OK,HEPATITIS A,4,February
196608,Southwest,OKLAHOMA,OK,HEPATITIS A,1,February
196611,Southwest,OKLAHOMA,OK,HEPATITIS A,3,March
196612,Southwest,OKLAHOMA,OK,HEPATITIS A,7,March
196613,Southwest,OKLAHOMA,OK,HEPATITIS A,3,March
196614,Southwest,OKLAHOMA,OK,HEPATITIS A,6,April
196615,Southwest,OKLAHOMA,OK,HEPATITIS A,1,April
196616,Southwest,OKLAHOMA,OK,HEPATITIS A,1,April
